23,96.0,m,heart_rate,119,bpm,altitude,1846.8000000000002,m,cadence,85,rpm,speed,4.52,m/s,vertical_speed,0.08,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.52,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,100.0,m,heart_rate,118,bpm,altitude,1846.8000000000002,m,cadence,85,rpm,speed,4.54,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.54,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,105.0,m,heart_rate,119,bpm,altitude,1846.8000000000002,m,cadence,85,rpm,speed,4.54,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.54,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,110.0,m,heart_rate,119,bpm,altitude,1846.8000000000002,m,cadence,85,rpm,speed,4.68,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.68,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,115.0,m,heart_rate,121,bpm,altitude,1846.8000000000002,m,cadence,86,rpm,speed,4.68,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.68,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,120.0,m,heart_rate,120,bpm,altitude,1846.8000000000002,m,cadence,86,rpm,speed,4.64,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.64,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,124.0,m,heart_rate,120,bpm,altitude,1846.8000000000002,m,cadence,86,rpm,speed,4.64,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.64,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,129.0,m,heart_rate,121,bpm,altitude,1846.8000000000002,m,cadence,86,rpm,speed,4.38,m/s,vertical_speed,0.04,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.38,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,133.0,m,heart_rate,123,bpm,altitude,1846.8000000000002,m,cadence,86,rpm,speed,4.38,m/s,vertical_speed,0.04,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.38,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,136.0,m,heart_rate,125,bpm,altitude,1847.0,m,cadence,86,rpm,speed,4.44,m/s,vertical_speed,0.04,m/s,enhanced_altitude,1847.0,m,enhanced_speed,4.44,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,140.0,m,heart_rate,126,bpm,altitude,1847.0,m,cadence,86,rpm,speed,4.44,m/s,vertical_speed,0.04,m/s,enhanced_altitude,1847.0,m,enhanced_speed,4.44,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,145.0,m,heart_rate,129,bpm,altitude,1846.6,m,cadence,86,rpm,speed,4.58,m/s,vertical_speed,0.02,m/s,enhanced_altitude,1846.6,m,enhanced_speed,4.58,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,150.0,m,heart_rate,131,bpm,altitude,1846.6,m,cadence,86,rpm,speed,4.58,m/s,vertical_speed,0.02,m/s,enhanced_altitude,1846.6,m,enhanced_speed,4.58,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,155.0,m,heart_rate,133,bpm,altitude,1846.6,m,cadence,86,rpm,speed,4.56,m/s,vertical_speed,0.02,m/s,enhanced_altitude,1846.6,m,enhanced_speed,4.56,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,160.0,m,heart_rate,134,bpm,altitude,1846.6,m,cadence,86,rpm,speed,4.56,m/s,vertical_speed,0.02,m/s,enhanced_altitude,1846.6,m,enhanced_speed,4.56,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,164.0,m,heart_rate,135,bpm,altitude,1846.4,m,cadence,86,rpm,speed,4.64,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1846.4,m,enhanced_speed,4.64,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,169.0,m,heart_rate,137,bpm,altitude,1846.6,m,cadence,87,rpm,speed,4.64,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1846.6,m,enhanced_speed,4.64,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,174.0,m,heart_rate,140,bpm,altitude,1846.8000000000002,m,cadence,87,rpm,speed,4.76,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.76,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,180.0,m,heart_rate,139,bpm,altitude,1846.8000000000002,m,cadence,87,rpm,speed,4.76,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1846.8000000000002,m,enhanced_speed,4.76,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,185.0,m,heart_rate,142,bpm,altitude,1847.1999999999998,m,cadence,87,rpm,speed,4.62,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1847.1999999999998,m,enhanced_speed,4.62,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,189.0,m,heart_rate,143,bpm,altitude,1847.1999999999998,m,cadence,87,rpm,speed,4.62,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1847.1999999999998,m,enhanced_speed,4.62,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,193.0,m,heart_rate,143,bpm,altitude,1847.6,m,cadence,87,rpm,speed,4.34,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1847.6,m,enhanced_speed,4.34,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,196.0,m,heart_rate,145,bpm,altitude,1848.1999999999998,m,cadence,87,rpm,speed,4.34,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1848.1999999999998,m,enhanced_speed,4.34,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,199.0,m,heart_rate,145,bpm,altitude,1848.6,m,cadence,87,rpm,speed,4.3,m/s,vertical_speed,-0.04,m/s,enhanced_altitude,1848.6,m,enhanced_speed,4.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,203.0,m,heart_rate,145,bpm,altitude,1848.8000000000002,m,cadence,87,rpm,speed,4.3,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1848.8000000000002,m,enhanced_speed,4.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,208.0,m,heart_rate,146,bpm,altitude,1849.1999999999998,m,cadence,87,rpm,speed,4.02,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1849.1999999999998,m,enhanced_speed,4.02,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,211.0,m,heart_rate,145,bpm,altitude,1849.8000000000002,m,cadence,86,rpm,speed,4.02,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1849.8000000000002,m,enhanced_speed,4.02,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,214.0,m,heart_rate,146,bpm,altitude,1850.4,m,cadence,86,rpm,speed,4.06,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1850.4,m,enhanced_speed,4.06,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,217.0,m,heart_rate,148,bpm,altitude,1850.6,m,cadence,86,rpm,speed,4.06,m/s,vertical_speed,0.02,m/s,enhanced_altitude,1850.6,m,enhanced_speed,4.06,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,222.0,m,heart_rate,146,bpm,altitude,1851.4,m,cadence,86,rpm,speed,4.14,m/s,vertical_speed,0.04,m/s,enhanced_altitude,1851.4,m,enhanced_speed,4.14,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,227.0,m,heart_rate,150,bpm,altitude,1851.6,m,cadence,86,rpm,speed,4.14,m/s,vertical_speed,0.04,m/s,enhanced_altitude,1851.6,m,enhanced_speed,4.14,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,231.0,m,heart_rate,151,bpm,altitude,1852.0,m,cadence,86,rpm,speed,4.18,m/s,vertical_speed,0.06,m/s,enhanced_altitude,1852.0,m,enhanced_speed,4.18,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,235.0,m,heart_rate,153,bpm,altitude,1852.4,m,cadence,86,rpm,speed,4.18,m/s,vertical_speed,0.08,m/s,enhanced_altitude,1852.4,m,enhanced_speed,4.18,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,240.0,m,heart_rate,155,bpm,altitude,1853.0,m,cadence,86,rpm,speed,4.16,m/s,vertical_speed,0.1,m/s,enhanced_altitude,1853.0,m,enhanced_speed,4.16,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,244.0,m,heart_rate,154,bpm,altitude,1853.1999999999998,m,cadence,85,rpm,speed,4.16,m/s,vertical_speed,0.12,m/s,enhanced_altitude,1853.1999999999998,m,enhanced_speed,4.16,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,248.0,m,heart_rate,156,bpm,altitude,1853.6,m,cadence,85,rpm,speed,4.14,m/s,vertical_speed,0.14,m/s,enhanced_altitude,1853.6,m,enhanced_speed,4.14,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,252.0,m,heart_rate,159,bpm,altitude,1853.8000000000002,m,cadence,85,rpm,speed,4.14,m/s,vertical_speed,0.16,m/s,enhanced_altitude,1853.8000000000002,m,enhanced_speed,4.14,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,256.0,m,heart_rate,158,bpm,altitude,1853.8000000000002,m,cadence,85,rpm,speed,4.04,m/s,vertical_speed,0.18,m/s,enhanced_altitude,1853.8000000000002,m,enhanced_speed,4.04,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,259.0,m,heart_rate,158,bpm,altitude,1854.1999999999998,m,cadence,85,rpm,speed,4.04,m/s,vertical_speed,0.2,m/s,enhanced_altitude,1854.1999999999998,m,enhanced_speed,4.04,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,263.0,m,heart_rate,158,bpm,altitude,1854.4,m,cadence,85,rpm,speed,4.06,m/s,vertical_speed,0.22,m/s,enhanced_altitude,1854.4,m,enhanced_speed,4.06,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,267.0,m,heart_rate,158,bpm,altitude,1854.8000000000002,m,cadence,85,rpm,speed,4.06,m/s,vertical_speed,0.22,m/s,enhanced_altitude,1854.8000000000002,m,enhanced_speed,4.06,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,271.0,m,heart_rate,159,bpm,altitude,1855.0,m,cadence,85,rpm,speed,4.02,m/s,vertical_speed,0.24,m/s,enhanced_altitude,1855.0,m,enhanced_speed,4.02,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,275.0,m,heart_rate,159,bpm,altitude,1855.4,m,cadence,85,rpm,speed,4.02,m/s,vertical_speed,0.26,m/s,enhanced_altitude,1855.4,m,enhanced_speed,4.02,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,279.0,m,heart_rate,159,bpm,altitude,1855.6,m,cadence,85,rpm,speed,3.96,m/s,vertical_speed,0.26,m/s,enhanced_altitude,1855.6,m,enhanced_speed,3.96,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,282.0,m,heart_rate,160,bpm,altitude,1856.0,m,cadence,85,rpm,speed,3.96,m/s,vertical_speed,0.28,m/s,enhanced_altitude,1856.0,m,enhanced_speed,3.96,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,286.0,m,heart_rate,160,bpm,altitude,1856.4,m,cadence,85,rpm,speed,3.98,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1856.4,m,enhanced_speed,3.98,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,290.0,m,heart_rate,160,bpm,altitude,1856.4,m,cadence,85,rpm,speed,3.98,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1856.4,m,enhanced_speed,3.98,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,294.0,m,heart_rate,161,bpm,altitude,1856.6,m,cadence,85,rpm,speed,4.0,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1856.6,m,enhanced_speed,4.0,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,299.0,m,heart_rate,161,bpm,altitude,1856.6,m,cadence,85,rpm,speed,4.0,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1856.6,m,enhanced_speed,4.0,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,303.0,m,heart_rate,162,bpm,altitude,1856.6,m,cadence,85,rpm,speed,4.12,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1856.6,m,enhanced_speed,4.12,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,307.0,m,heart_rate,162,bpm,altitude,1857.0,m,cadence,85,rpm,speed,4.12,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1857.0,m,enhanced_speed,4.12,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,312.0,m,heart_rate,162,bpm,altitude,1857.4,m,cadence,85,rpm,speed,4.28,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1857.4,m,enhanced_speed,4.28,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,318.0,m,heart_rate,164,bpm,altitude,1857.8000000000002,m,cadence,85,rpm,speed,4.28,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1857.8000000000002,m,enhanced_speed,4.28,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,322.0,m,heart_rate,162,bpm,altitude,1858.1999999999998,m,cadence,85,rpm,speed,4.22,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1858.1999999999998,m,enhanced_speed,4.22,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,326.0,m,heart_rate,164,bpm,altitude,1858.6,m,cadence,85,rpm,speed,4.22,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1858.6,m,enhanced_speed,4.22,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,330.0,m,heart_rate,165,bpm,altitude,1859.1999999999998,m,cadence,85,rpm,speed,4.32,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1859.1999999999998,m,enhanced_speed,4.32,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,334.0,m,heart_rate,165,bpm,altitude,1859.4,m,cadence,85,rpm,speed,4.32,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1859.4,m,enhanced_speed,4.32,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,339.0,m,heart_rate,164,bpm,altitude,1860.0,m,cadence,85,rpm,speed,4.4,m/s,vertical_speed,0.32,m/s,enhanced_altitude,1860.0,m,enhanced_speed,4.4,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,344.0,m,heart_rate,163,bpm,altitude,1860.4,m,cadence,85,rpm,speed,4.4,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1860.4,m,enhanced_speed,4.4,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,349.0,m,heart_rate,163,bpm,altitude,1860.8000000000002,m,cadence,85,rpm,speed,4.3,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1860.8000000000002,m,enhanced_speed,4.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,353.0,m,heart_rate,165,bpm,altitude,1861.0,m,cadence,85,rpm,speed,4.3,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1861.0,m,enhanced_speed,4.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,361.0,m,heart_rate,165,bpm,altitude,1861.4,m,cadence,85,rpm,speed,4.3,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1861.4,m,enhanced_speed,4.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,365.0,m,heart_rate,166,bpm,altitude,1861.8000000000002,m,cadence,85,rpm,speed,4.3,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1861.8000000000002,m,enhanced_speed,4.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,369.0,m,heart_rate,168,bpm,altitude,1862.0,m,cadence,85,rpm,speed,4.26,m/s,vertical_speed,0.28,m/s,enhanced_altitude,1862.0,m,enhanced_speed,4.26,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,369.0,m,heart_rate,167,bpm,altitude,1862.4,m,cadence,84,rpm,speed,4.26,m/s,vertical_speed,0.28,m/s,enhanced_altitude,1862.4,m,enhanced_speed,4.26,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,373.0,m,heart_rate,167,bpm,altitude,1862.8000000000002,m,cadence,83,rpm,speed,4.12,m/s,vertical_speed,0.28,m/s,enhanced_altitude,1862.8000000000002,m,enhanced_speed,4.12,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,376.0,m,heart_rate,163,bpm,altitude,1863.0,m,cadence,83,rpm,speed,4.12,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1863.0,m,enhanced_speed,4.12,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,384.0,m,heart_rate,166,bpm,altitude,1863.4,m,cadence,83,rpm,speed,4.12,m/s,vertical_speed,0.3,m/s,enhanced_altitude,1863.4,m,enhanced_speed,4.12,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
