0.423|0.413,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035096,s,distance,75.0,m,heart_rate,153,bpm,altitude,1865.6,m,cadence,93,rpm,speed,5.26,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1865.6,m,enhanced_speed,5.26,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.394|0.389,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035097,s,position_lat,507225944,semicircles,position_long,24327337,semicircles,distance,75.0,m,heart_rate,154,bpm,altitude,1865.6,m,cadence,93,rpm,speed,5.24,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1865.6,m,enhanced_speed,5.24,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.387|0.387|0.388,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035098,s,distance,85.0,m,heart_rate,155,bpm,altitude,1865.6,m,cadence,93,rpm,speed,5.24,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1865.6,m,enhanced_speed,5.24,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.383|0.387|0.387,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035099,s,position_lat,507225062,semicircles,position_long,24326447,semicircles,distance,85.0,m,heart_rate,156,bpm,altitude,1865.8000000000002,m,cadence,93,rpm,speed,5.22,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1865.8000000000002,m,enhanced_speed,5.22,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.381|0.384,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035100,s,distance,95.0,m,heart_rate,157,bpm,altitude,1865.8000000000002,m,cadence,94,rpm,speed,5.22,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1865.8000000000002,m,enhanced_speed,5.22,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.382|0.379|0.381,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035101,s,position_lat,507224188,semicircles,position_long,24325629,semicircles,distance,95.0,m,heart_rate,158,bpm,altitude,1866.0,m,cadence,94,rpm,speed,5.24,m/s,vertical_speed,-0.04,m/s,enhanced_altitude,1866.0,m,enhanced_speed,5.24,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.383|0.38|0.378,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035102,s,position_lat,507223787,semicircles,position_long,24325224,semicircles,distance,105.0,m,heart_rate,159,bpm,altitude,1866.4,m,cadence,94,rpm,speed,5.24,m/s,vertical_speed,-0.04,m/s,enhanced_altitude,1866.4,m,enhanced_speed,5.24,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.378|0.374,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035103,s,position_lat,507223352,semicircles,position_long,24324701,semicircles,distance,110.0,m,heart_rate,159,bpm,altitude,1866.6,m,cadence,94,rpm,speed,4.98,m/s,vertical_speed,-0.06,m/s,enhanced_altitude,1866.6,m,enhanced_speed,4.98,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38|0.378|0.375,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035104,s,position_lat,507222914,semicircles,position_long,24324138,semicircles,distance,115.0,m,heart_rate,160,bpm,altitude,1866.8000000000002,m,cadence,94,rpm,speed,4.98,m/s,vertical_speed,-0.06,m/s,enhanced_altitude,1866.8000000000002,m,enhanced_speed,4.98,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.375|0.375|0.376,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035105,s,position_lat,507222497,semicircles,position_long,24323574,semicircles,distance,121.0,m,heart_rate,160,bpm,altitude,1867.0,m,cadence,94,rpm,speed,5.2,m/s,vertical_speed,-0.06,m/s,enhanced_altitude,1867.0,m,enhanced_speed,5.2,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.374|0.377,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035106,s,position_lat,507222167,semicircles,position_long,24323034,semicircles,distance,126.0,m,heart_rate,160,bpm,altitude,1867.1999999999998,m,cadence,94,rpm,speed,5.2,m/s,vertical_speed,-0.04,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,5.2,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.377|0.373|0.372,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035107,s,distance,131.0,m,heart_rate,160,bpm,altitude,1867.4,m,cadence,94,rpm,speed,5.16,m/s,vertical_speed,-0.04,m/s,enhanced_altitude,1867.4,m,enhanced_speed,5.16,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.369|0.374|0.376,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035108,s,position_lat,507221710,semicircles,position_long,24321664,semicircles,distance,131.0,m,heart_rate,161,bpm,altitude,1867.1999999999998,m,cadence,94,rpm,speed,5.16,m/s,vertical_speed,-0.04,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,5.16,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.368|0.374,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035109,s,position_lat,507221539,semicircles,position_long,24321000,semicircles,distance,141.0,m,heart_rate,162,bpm,altitude,1867.4,m,cadence,94,rpm,speed,5.18,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1867.4,m,enhanced_speed,5.18,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.373|0.368|0.37,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035110,s,distance,146.0,m,heart_rate,162,bpm,altitude,1867.4,m,cadence,94,rpm,speed,5.18,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1867.4,m,enhanced_speed,5.18,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.375|0.37|0.369,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035111,s,position_lat,507221295,semicircles,position_long,24319404,semicircles,distance,146.0,m,heart_rate,162,bpm,altitude,1867.1999999999998,m,cadence,94,rpm,speed,5.18,m/s,vertical_speed,-0.02,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,5.18,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.37|0.369,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035112,s,distance,157.0,m,heart_rate,163,bpm,altitude,1867.1999999999998,m,cadence,94,rpm,speed,5.18,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,5.18,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.368|0.366|0.37,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035113,s,position_lat,507221221,semicircles,position_long,24317718,semicircles,distance,157.0,m,heart_rate,163,bpm,altitude,1867.1999999999998,m,cadence,94,rpm,speed,5.32,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,5.32,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.371|0.366|0.367,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035114,s,distance,169.0,m,heart_rate,165,bpm,altitude,1867.0,m,cadence,94,rpm,speed,5.32,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.0,m,enhanced_speed,5.32,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.364|0.366|0.361,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035115,s,position_lat,507221387,semicircles,position_long,24316147,semicircles,distance,169.0,m,heart_rate,164,bpm,altitude,1866.6,m,cadence,95,rpm,speed,5.42,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.6,m,enhanced_speed,5.42,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.368|0.367,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035116,s,position_lat,507221582,semicircles,position_long,24315451,semicircles,distance,180.0,m,heart_rate,164,bpm,altitude,1866.6,m,cadence,95,rpm,speed,5.42,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.6,m,enhanced_speed,5.42,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.367|0.364|0.363,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035117,s,position_lat,507221871,semicircles,position_long,24314726,semicircles,distance,185.0,m,heart_rate,165,bpm,altitude,1866.4,m,cadence,95,rpm,speed,5.38,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.4,m,enhanced_speed,5.38,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.366|0.361|0.362,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035118,s,position_lat,507222198,semicircles,position_long,24314134,semicircles,distance,191.0,m,heart_rate,165,bpm,altitude,1866.1999999999998,m,cadence,95,rpm,speed,5.38,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,5.38,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.364|0.365,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035119,s,position_lat,507222507,semicircles,position_long,24313599,semicircles,distance,196.0,m,heart_rate,165,bpm,altitude,1866.1999999999998,m,cadence,95,rpm,speed,5.38,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,5.38,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.365|0.365|0.363,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035120,s,position_lat,507222783,semicircles,position_long,24313080,semicircles,distance,201.0,m,heart_rate,165,bpm,altitude,1866.0,m,cadence,94,rpm,speed,5.38,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.0,m,enhanced_speed,5.38,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.367|0.362|0.365,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035121,s,position_lat,507223027,semicircles,position_long,24312644,semicircles,distance,205.0,m,heart_rate,165,bpm,altitude,1866.1999999999998,m,cadence,94,rpm,speed,5.2,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,5.2,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.363|0.362|0.365,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035122,s,position_lat,507223260,semicircles,position_long,24312252,semicircles,distance,209.0,m,heart_rate,166,bpm,altitude,1866.1999999999998,m,cadence,92,rpm,speed,5.2,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,5.2,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.361|0.36|0.359,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035123,s,position_lat,507223490,semicircles,position_long,24311868,semicircles,distance,212.0,m,heart_rate,167,bpm,altitude,1866.1999999999998,m,cadence,91,rpm,speed,4.92,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,4.92,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36|0.359,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035124,s,position_lat,507223685,semicircles,position_long,24311448,semicircles,distance,216.0,m,heart_rate,167,bpm,altitude,1866.4,m,cadence,91,rpm,speed,4.92,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.4,m,enhanced_speed,4.92,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36|0.361|0.358,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035125,s,position_lat,507223813,semicircles,position_long,24311102,semicircles,distance,219.0,m,heart_rate,167,bpm,altitude,1866.1999999999998,m,cadence,90,rpm,speed,4.62,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,4.62,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.357|0.363|0.358,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035126,s,position_lat,507223909,semicircles,position_long,24310821,semicircles,distance,222.0,m,heart_rate,167,bpm,altitude,1866.1999999999998,m,cadence,90,rpm,speed,4.62,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.1999999999998,m,enhanced_speed,4.62,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.359|0.357|0.361,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035127,s,position_lat,507224033,semicircles,position_long,24310560,semicircles,distance,224.0,m,heart_rate,167,bpm,altitude,1866.4,m,cadence,89,rpm,speed,4.08,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.4,m,enhanced_speed,4.08,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36|0.36,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035128,s,position_lat,507224198,semicircles,position_long,24310342,semicircles,distance,226.0,m,heart_rate,167,bpm,altitude,1866.4,m,cadence,88,rpm,speed,4.08,m/s,vertical_speed,0.02,m/s,enhanced_altitude,1866.4,m,enhanced_speed,4.08,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.361|0.362|0.358,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035129,s,position_lat,507224366,semicircles,position_long,24310003,semicircles,distance,228.0,m,heart_rate,167,bpm,altitude,1866.4,m,cadence,88,rpm,speed,3.5,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.4,m,enhanced_speed,3.5,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.361|0.358|0.362,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035130,s,position_lat,507224466,semicircles,position_long,24309610,semicircles,distance,231.0,m,heart_rate,167,bpm,altitude,1866.6,m,cadence,88,rpm,speed,3.5,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.6,m,enhanced_speed,3.5,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.359|0.358|0.362,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035131,s,position_lat,507224625,semicircles,position_long,24309246,semicircles,distance,234.0,m,heart_rate,167,bpm,altitude,1866.8000000000002,m,cadence,88,rpm,speed,3.3,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1866.8000000000002,m,enhanced_speed,3.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.359|0.361|0.361,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035132,s,position_lat,507224777,semicircles,position_long,24308828,semicircles,distance,237.0,m,heart_rate,167,bpm,altitude,1867.0,m,cadence,88,rpm,speed,3.3,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.0,m,enhanced_speed,3.3,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.359|0.36,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035133,s,position_lat,507224900,semicircles,position_long,24308345,semicircles,distance,240.0,m,heart_rate,167,bpm,altitude,1867.0,m,cadence,88,rpm,speed,3.24,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.0,m,enhanced_speed,3.24,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.363|0.357|0.36,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035134,s,position_lat,507225023,semicircles,position_long,24307966,semicircles,distance,243.0,m,heart_rate,168,bpm,altitude,1867.1999999999998,m,cadence,89,rpm,speed,3.24,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,3.24,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.358|0.359|0.356,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035035135,s,position_lat,507225114,semicircles,position_long,24307586,semicircles,distance,246.0,m,heart_rate,168,bpm,altitude,1867.1999999999998,m,cadence,89,rpm,speed,3.2,m/s,vertical_speed,0.0,m/s,enhanced_altitude,1867.1999999999998,m,enhanced_speed,3.2,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
