temps,fc,vitesse,altitude,distance,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber
836,156,3.507999897,1892.400024,7862.180176,156,3.507999897,81,3.246999979,82,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
837,156,3.507999897,1892.400024,7862.180176,156,3.507999897,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
838,154,3.405999899,1891.599976,7871.560059,154,3.405999899,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
839,154,3.395999908,1891.400024,7878.589844,154,3.395999908,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
840,154,3.395999908,1891.400024,7881.450195,154,3.395999908,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
841,153,3.378000021,1890.800049,7887.850098,153,3.378000021,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
842,153,3.349999905,1889.800049,7897.620117,153,3.349999905,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
843,152,3.33100009,1889.199951,7904.259766,152,3.33100009,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
844,152,3.275000095,1888.800049,7913.430176,152,3.275000095,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
845,151,3.275000095,1888.199951,7920.339844,151,3.275000095,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
846,150,3.312000036,1887.400024,7931.109863,150,3.312000036,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
847,150,3.33100009,1886.400024,7938.47998,150,3.33100009,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
848,150,3.349999905,1886.199951,7942.470215,150,3.349999905,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
849,149,3.405999899,1885,7954.819824,149,3.405999899,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
850,149,3.443000078,1884.800049,7959.200195,149,3.443000078,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
851,148,3.563999891,1883.800049,7971.990234,148,3.563999891,84,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
852,147,3.648000002,1882.800049,7982.620117,147,3.648000002,84,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
853,146,3.546000004,1881.599976,8001.52002,146,3.546000004,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
854,145,3.29399991,1881,8013.22998,145,3.29399991,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
855,145,3.237999916,1880.400024,8015.27002,145,3.237999916,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
856,145,3.13499999,1878.599976,8019.740234,145,3.13499999,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
857,145,3.078999996,1877.400024,8022.640137,145,3.078999996,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
858,145,3.032000065,1876.599976,8029.609863,145,3.032000065,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
859,145,3.059999943,1876.199951,8032.970215,145,3.059999943,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
860,145,3.171999931,1874.599976,8045.379883,145,3.171999931,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
861,145,3.154000044,1874.199951,8047.740234,145,3.154000044,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
862,144,3.032000065,1873.199951,8055.140137,144,3.032000065,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
863,144,2.938999891,1872.199951,8060.359863,144,2.938999891,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
864,144,2.90199995,1871.400024,8063.5,144,2.90199995,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
865,143,2.882999897,1870.599976,8066.990234,143,2.882999897,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
866,143,2.947999954,1869.199951,8078.040039,143,2.947999954,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
867,143,2.967000008,1867.800049,8081.470215,143,2.967000008,81,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
868,144,3.032000065,1866.599976,8087.379883,144,3.032000065,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
869,144,3.088000059,1866,8097.709961,144,3.088000059,86,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
870,144,3.115999937,1865.599976,8105.839844,144,3.115999937,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
871,143,3.069999933,1864.400024,8110.589844,143,3.069999933,82,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
872,142,2.976000071,1863.400024,8119.779785,142,2.976000071,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
873,141,3.013999939,1863,8124.52002,141,3.013999939,87,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
874,141,3.023000002,1861.199951,8133.879883,141,3.023000002,87,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
875,141,3.051000118,1859.400024,8141.169922,141,3.051000118,87,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
876,141,3.107000113,1858.199951,8154.620117,141,3.107000113,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
877,142,3.09800005,1858,8161.379883,142,3.09800005,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
878,143,3.13499999,1857,8172.959961,143,3.13499999,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
879,144,3.13499999,1856,8176.950195,144,3.13499999,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
880,143,3.171999931,1854.800049,8184.029785,143,3.171999931,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
881,144,3.312000036,1854.199951,8196.80957,144,3.312000036,83,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
882,145,3.461999893,1853.800049,8201.009766,145,3.461999893,87,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
883,146,3.686000109,1852.800049,8213.259766,146,3.686000109,86,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
884,146,4.031000137,1852.400024,8217.55957,146,4.031000137,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
885,148,4.078000069,1852,8239.009766,148,4.078000069,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
886,148,4.143000126,1851.800049,8243.209961,148,4.143000126,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
887,149,4.078000069,1852.199951,8262.099609,149,4.078000069,86,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
888,151,3.974999905,1852.599976,8280.709961,151,3.974999905,86,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
889,152,3.947000027,1852.800049,8287.44043,152,3.947000027,86,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
890,153,3.91899991,1852.800049,8294.070313,153,3.91899991,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
891,154,3.927999973,1852.800049,8315.549805,154,3.927999973,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
892,155,3.947000027,1852.800049,8323.69043,155,3.947000027,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
893,156,3.947000027,1853.599976,8338.759766,156,3.947000027,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
894,156,3.95600009,1853.800049,8343.139648,156,3.95600009,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
895,158,3.974999905,1854,8363.379883,158,3.974999905,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
896,160,4.012000084,1853.800049,8371.150391,160,4.012000084,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
897,162,3.927999973,1853.599976,8386.549805,162,3.927999973,86,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
898,163,3.854000092,1853.599976,8388.870117,163,3.854000092,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
899,162,1.175999999,1853.599976,8389.269531,162,1.175999999,85,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
900,159,0,1853.800049,8391.69043,159,0,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
901,157,0.85799998,1853.199951,8396.450195,157,0.85799998,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
902,154,0,1853.599976,8396.870117,154,0,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
903,154,0,1854,8396.959961,154,0,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
904,153,0,1853.199951,8404.969727,153,0,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
905,152,0,1853.199951,8408.769531,152,0,0,3.006000042,71,87,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
906,152,0,1853.199951,8408.769531,152,0,0,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
907,152,1.222000003,1853.400024,8413.790039,152,1.222000003,0,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
908,151,2.641000032,1853.599976,8428.629883,151,2.641000032,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
909,148,2.724999905,1853.800049,8440.429688,148,2.724999905,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
910,147,2.724999905,1853.800049,8443.19043,147,2.724999905,86,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
911,148,2.836999893,1854,8459.69043,148,2.836999893,86,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
912,148,2.947999954,1854.199951,8463.330078,148,2.947999954,86,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
913,148,3.144000053,1854.400024,8474.099609,148,3.144000053,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
914,150,3.703999996,1854.199951,8495.860352,150,3.703999996,84,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
915,149,3.891000032,1854.199951,8508.150391,149,3.891000032,84,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
916,150,3.95600009,1854.199951,8531.740234,150,3.95600009,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
917,150,3.95600009,1854.199951,8535.55957,150,3.95600009,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
918,151,3.96600008,1854,8559.030273,151,3.96600008,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
919,151,3.993999958,1853.599976,8582.259766,151,3.993999958,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
920,153,3.937999964,1854.199951,8599.679688,153,3.937999964,84,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
921,154,3.891000032,1854.800049,8602.759766,154,3.891000032,84,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
922,156,3.648000002,1856,8613.009766,156,3.648000002,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
923,156,2.697000027,1856.599976,8615.419922,156,2.697000027,85,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
924,157,2.697000027,1857.199951,8617.580078,157,2.697000027,84,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
925,158,2.621999979,1858.400024,8626.69043,158,2.621999979,83,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
926,159,2.482000113,1859.400024,8635.599609,159,2.482000113,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
927,159,2.426000118,1860.400024,8640.240234,159,2.426000118,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
928,160,2.546999931,1861.599976,8650.290039,160,2.546999931,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
929,161,2.612999916,1862,8660.519531,161,2.612999916,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
930,162,2.594000101,1862.599976,8673.709961,162,2.594000101,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
931,163,2.621999979,1863.800049,8681.839844,163,2.621999979,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
932,164,2.650000095,1864.400024,8692.700195,164,2.650000095,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
933,164,2.677999973,1864.800049,8705.919922,164,2.677999973,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
934,164,2.687000036,1864.800049,8708.240234,164,2.687000036,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
935,164,2.687000036,1866,8712.629883,164,2.687000036,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
936,165,2.66899991,1867,8719.679688,165,2.66899991,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
937,165,2.65899992,1867.400024,8722.009766,165,2.65899992,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
938,166,2.650000095,1868.400024,8730.139648,166,2.650000095,83,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
939,166,2.65899992,1869.599976,8738.009766,166,2.65899992,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
940,167,2.65899992,1870.199951,8743.360352,167,2.65899992,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
941,167,2.621999979,1868.800049,8760.69043,167,2.621999979,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
942,167,2.631000042,1869,8772.769531,167,2.631000042,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
943,167,2.594000101,1869.800049,8783.25,167,2.594000101,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
944,167,2.585000038,1870.199951,8785.94043,167,2.585000038,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
945,168,2.575000048,1870.800049,8789.209961,168,2.575000048,82,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
946,169,2.556999922,1872,8792.219727,169,2.556999922,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
947,170,2.500999928,1872.400024,8795.650391,170,2.500999928,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
948,170,2.47300005,1872.599976,8797.400391,170,2.47300005,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
949,170,2.463000059,1873.199951,8798.669922,170,2.463000059,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
950,170,2.361000061,1874.400024,8804.379883,170,2.361000061,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
951,170,2.342000008,1874.800049,8805.950195,170,2.342000008,79,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
952,171,2.174000025,1875.800049,8810.769531,171,2.174000025,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
953,171,1.902999997,1876.400024,8812.730469,171,1.902999997,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
954,171,1.465000033,1876.800049,8815.860352,171,1.465000033,63,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
955,171,1.361999989,1877.599976,8820.049805,171,1.361999989,60,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
956,171,1.399999976,1878,8822.629883,171,1.399999976,120,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
957,170,2.482000113,1879,8830.610352,170,2.482000113,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
958,170,1.922000051,1879.599976,8833.919922,170,1.922000051,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
959,171,1.781999946,1880.199951,8840.25,171,1.781999946,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
960,171,2.015000105,1880.599976,8847.990234,171,2.015000105,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
961,171,2.071000099,1881.199951,8851.629883,171,2.071000099,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
962,172,1.930999994,1882.400024,8860.469727,172,1.930999994,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
963,171,1.978000045,1883.400024,8873.879883,171,1.978000045,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
964,171,1.978000045,1883.599976,8876.370117,171,1.978000045,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
965,172,1.996999979,1884,8886.370117,172,1.996999979,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
966,171,1.986999989,1884.599976,8888.959961,171,1.986999989,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
967,171,1.88499999,1884.800049,8890.629883,171,1.88499999,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
968,171,1.866000056,1885.400024,8895.620117,171,1.866000056,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
969,171,1.88499999,1886,8897.379883,171,1.88499999,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
970,171,1.88499999,1887,8904.549805,171,1.88499999,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
971,171,1.996999979,1887.400024,8909.129883,171,1.996999979,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
972,171,2.025000095,1887.599976,8914.900391,171,2.025000095,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
973,171,2.025000095,1888.599976,8917.870117,171,2.025000095,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
974,171,2.08100009,1889,8922.299805,171,2.08100009,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
975,171,2.098999977,1889.599976,8929.879883,171,2.098999977,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
976,172,2.369999886,1890.800049,8944.990234,172,2.369999886,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
977,172,2.426000118,1891.800049,8950.879883,172,2.426000118,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
978,171,2.388999939,1892.199951,8959.259766,171,2.388999939,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
979,171,2.47300005,1892.800049,8971.19043,171,2.47300005,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
980,171,2.453999996,1892.800049,8975.19043,171,2.453999996,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
981,171,2.398000002,1893,8987.480469,171,2.398000002,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
982,171,2.378999949,1892.800049,9002.799805,171,2.378999949,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
983,170,2.444999933,1892.599976,9018.25,170,2.444999933,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
984,168,2.519000053,1892.800049,9034.919922,168,2.519000053,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
985,167,2.519000053,1894,9046.370117,167,2.519000053,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
986,167,2.529000044,1894.199951,9048.370117,167,2.529000044,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
987,168,2.529000044,1895.400024,9057.849609,168,2.529000044,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
988,168,2.500999928,1896,9061.919922,168,2.500999928,79,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
989,168,2.434999943,1896.599976,9073.259766,168,2.434999943,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
990,167,2.463000059,1896.800049,9079.139648,167,2.463000059,80,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
991,168,2.50999999,1897.599976,9082.55957,168,2.50999999,81,2.59100008,80,120,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
