temps,fc,vitesse,altitude,distance,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber
1979,135,3.115999937,1845,16043.5498,135,3.115999937,83,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1980,136,3.125999928,1845.199951,16053.75,136,3.125999928,83,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1981,138,3.144000053,1845.599976,16064.66016,138,3.144000053,82,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1982,141,3.163000107,1845.599976,16074.75977,141,3.163000107,83,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1983,143,3.190999985,1845.599976,16084.78027,143,3.190999985,84,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1984,146,3.237999916,1845.599976,16102.08984,146,3.237999916,83,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1985,146,3.266000032,1845.599976,16112.37012,146,3.266000032,84,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1986,147,3.312000036,1845.599976,16133.07031,147,3.312000036,84,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1987,147,3.312000036,1845.800049,16135.63965,147,3.312000036,84,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1988,147,3.275000095,1845.400024,16144.03027,147,3.275000095,83,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1989,148,3.246999979,1845.400024,16144.0498,148,3.246999979,83,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1990,146,0,1844.800049,16145.51953,146,0,0,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1991,146,0,1844.800049,16151.12988,146,0,0,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1992,143,0,1844.800049,16153.62012,143,0,0,2.690999985,74,85,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1993,143,0,1844.800049,16153.62012,143,0,0,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1994,142,0,1844.800049,16155.25,142,0,0,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1995,143,1.203999996,1844.800049,16164.90039,143,1.203999996,0,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1996,143,1.847000003,1844.800049,16168.29004,143,1.847000003,0,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1997,139,3.368000031,1845.599976,16190.20996,139,3.368000031,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1998,136,3.563999891,1846.199951,16199.83008,136,3.563999891,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
1999,135,3.563999891,1846.199951,16201.95996,135,3.563999891,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2000,135,3.190999985,1846.199951,16206.48047,135,3.190999985,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2001,137,2.921000004,1846,16220.19043,137,2.921000004,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2002,137,3.181999922,1846,16238.20996,137,3.181999922,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2003,139,3.470999956,1845.599976,16260.51953,139,3.470999956,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2004,142,3.461999893,1845.599976,16280.62988,142,3.461999893,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2005,142,3.443000078,1845.599976,16283.4502,142,3.443000078,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2006,141,3.49000001,1845.599976,16305.16016,141,3.49000001,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2007,143,3.592000008,1845.400024,16326.75977,143,3.592000008,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2008,143,3.582999945,1845.199951,16330.34961,143,3.582999945,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2009,145,3.536000013,1846.199951,16349.4502,145,3.536000013,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2010,145,3.499000072,1846.199951,16351.86035,145,3.499000072,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2011,146,2.714999914,1847.599976,16360.62012,146,2.714999914,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2012,146,2.641000032,1848.199951,16362.91992,146,2.641000032,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2013,147,2.641000032,1848.800049,16365.33984,147,2.641000032,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2014,148,2.733999968,1850.199951,16374.94043,148,2.733999968,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2015,149,2.733999968,1850.599976,16377.38965,149,2.733999968,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2016,149,2.697000027,1851.199951,16382.16992,149,2.697000027,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2017,150,2.612999916,1852.199951,16391.63086,150,2.612999916,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2018,150,2.602999926,1852.400024,16394.15039,150,2.602999926,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2019,151,2.621999979,1853.400024,16408.11914,151,2.621999979,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2020,153,2.565999985,1854.599976,16417.48047,153,2.565999985,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2021,153,2.556999922,1854.800049,16422.16992,153,2.556999922,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2022,155,2.556999922,1855.800049,16434.59961,155,2.556999922,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2023,156,2.575000048,1856,16442.73047,156,2.575000048,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2024,156,2.612999916,1856.400024,16455.50977,156,2.612999916,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2025,156,2.612999916,1857,16459.83008,156,2.612999916,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2026,157,2.575000048,1858.400024,16468.14063,157,2.575000048,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2027,158,2.556999922,1859.800049,16475.0293,158,2.556999922,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2028,158,2.529000044,1860.800049,16482.05078,158,2.529000044,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2029,159,2.529000044,1860.800049,16484.71094,159,2.529000044,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2030,159,2.538000107,1862,16495.19922,159,2.538000107,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2031,159,2.538000107,1862.199951,16496.91992,159,2.538000107,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2032,160,2.519000053,1862.400024,16499.16016,160,2.519000053,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2033,160,2.444999933,1862.800049,16505.64063,160,2.444999933,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2034,160,2.585000038,1863.199951,16516.14063,160,2.585000038,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2035,160,2.687000036,1863.199951,16518.86914,160,2.687000036,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2036,161,2.453999996,1864,16526.60938,161,2.453999996,41,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2037,161,2.313999891,1864.800049,16528.44922,161,2.313999891,41,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2038,161,1.65199995,1865.599976,16535.58984,161,1.65199995,61,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2039,161,1.577000022,1866,16538.36914,161,1.577000022,60,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2040,161,1.325000048,1867.199951,16540.85938,161,1.325000048,58,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2041,161,1.128999949,1867.800049,16543.33984,161,1.128999949,57,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2042,161,1.148000002,1868.800049,16546.25,161,1.148000002,57,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2043,161,1.213000059,1869.800049,16549.98047,161,1.213000059,58,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2044,161,1.194000006,1870.199951,16552.16992,161,1.194000006,60,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2045,161,1.184999943,1870.400024,16553.44922,161,1.184999943,61,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2046,161,1.156999946,1870.599976,16555.42969,161,1.156999946,61,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2047,161,1.110000014,1871,16560.05078,161,1.110000014,59,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2048,161,1.110000014,1871.199951,16562.7793,161,1.110000014,58,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2049,161,1.156999946,1872.400024,16565.65039,161,1.156999946,58,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2050,161,1.203999996,1873.800049,16570.99023,161,1.203999996,57,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2051,161,1.213000059,1875,16573.71094,161,1.213000059,58,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2052,161,1.25,1875.400024,16580.99023,161,1.25,117,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2053,161,2.490999937,1875.400024,16597.08008,161,2.490999937,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2054,161,2.453999996,1876,16600.93945,161,2.453999996,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2055,161,2.305000067,1876.400024,16607.30078,161,2.305000067,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2056,161,2.295000076,1877.599976,16614.68945,161,2.295000076,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2057,161,2.434999943,1878.199951,16623.86914,161,2.434999943,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2058,161,2.482000113,1878.599976,16629.38086,161,2.482000113,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2059,160,2.519000053,1878.800049,16640.57031,160,2.519000053,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2060,161,2.556999922,1880,16645,161,2.556999922,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2061,161,2.50999999,1880.599976,16652.08984,161,2.50999999,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2062,161,2.453999996,1881,16660.18945,161,2.453999996,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2063,161,2.444999933,1881.199951,16662.7793,161,2.444999933,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2064,162,2.444999933,1882.599976,16667.65039,162,2.444999933,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2065,162,2.426000118,1883.800049,16677.15039,162,2.426000118,79,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2066,163,2.417000055,1884,16679.55078,163,2.417000055,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2067,163,2.426000118,1884.800049,16687.26953,163,2.426000118,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2068,164,2.434999943,1886,16694.85938,164,2.434999943,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2069,164,2.434999943,1886.199951,16697.65039,164,2.434999943,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2070,165,2.463000059,1887,16707.78906,165,2.463000059,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2071,165,2.463000059,1887.400024,16712.25977,165,2.463000059,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2072,165,2.453999996,1888.199951,16714.66992,165,2.453999996,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2073,164,2.453999996,1888.599976,16729.33984,164,2.453999996,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2074,164,2.529000044,1888.800049,16744.91016,164,2.529000044,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2075,163,2.538000107,1888.800049,16762.03906,163,2.538000107,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2076,162,2.612999916,1888.400024,16782.14063,162,2.612999916,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2077,162,2.631000042,1888.199951,16784.91992,162,2.631000042,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2078,161,2.743000031,1889.199951,16802.42969,161,2.743000031,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2079,161,2.743000031,1889.599976,16804.94922,161,2.743000031,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2080,161,2.714999914,1890.800049,16813.89063,161,2.714999914,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2081,161,2.66899991,1891.199951,16818.42969,161,2.66899991,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2082,161,2.594000101,1891.800049,16826.5,161,2.594000101,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2083,161,2.594000101,1892.400024,16831.38086,161,2.594000101,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2084,161,2.602999926,1893,16835.82031,161,2.602999926,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2085,161,2.575000048,1894,16839.16992,161,2.575000048,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2086,162,2.538000107,1894.199951,16841.24023,162,2.538000107,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2087,162,2.482000113,1895.599976,16847.41016,162,2.482000113,79,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2088,163,2.47300005,1896.400024,16852.98047,163,2.47300005,79,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2089,165,2.490999937,1896.800049,16865.49023,165,2.490999937,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2090,166,2.463000059,1897.599976,16869.44922,166,2.463000059,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2091,166,2.453999996,1898,16871.71094,166,2.453999996,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2092,166,2.444999933,1899.199951,16876.42969,166,2.444999933,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2093,167,2.434999943,1900,16882.63086,167,2.434999943,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2094,168,2.426000118,1900.400024,16887.06055,168,2.426000118,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2095,169,2.398000002,1901.800049,16896.66016,169,2.398000002,84,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2096,169,2.47300005,1903,16911.69922,169,2.47300005,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2097,169,2.490999937,1903,16914.65039,169,2.490999937,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2098,169,2.575000048,1904,16933.17969,169,2.575000048,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2099,169,2.585000038,1904,16935.76953,169,2.585000038,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2100,169,2.612999916,1905,16945.84961,169,2.612999916,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2101,169,2.612999916,1905.199951,16947.89063,169,2.612999916,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2102,168,2.538000107,1906,16958.51953,168,2.538000107,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2103,168,2.529000044,1906.400024,16960.64063,168,2.529000044,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2104,168,2.50999999,1907.199951,16964.90039,168,2.50999999,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2105,168,2.47300005,1907.400024,16971.21094,168,2.47300005,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2106,168,2.463000059,1907.400024,16973.39063,168,2.463000059,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2107,169,2.444999933,1908.800049,16980.2793,169,2.444999933,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2108,169,2.434999943,1909.400024,16986.50977,169,2.434999943,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2109,170,2.407000065,1910.199951,16992.35938,170,2.407000065,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2110,170,2.398000002,1910.800049,16996.88086,170,2.398000002,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2111,170,2.398000002,1911.199951,16999.33984,170,2.398000002,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2112,170,2.398000002,1911.199951,17002.03906,170,2.398000002,83,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2113,171,2.417000055,1912.599976,17018.18945,171,2.417000055,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2114,171,2.417000055,1913.199951,17032.25977,171,2.417000055,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2115,171,2.426000118,1913.800049,17041.17969,171,2.426000118,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2116,170,2.426000118,1914.599976,17050.24023,170,2.426000118,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2117,170,2.426000118,1915,17052.7793,170,2.426000118,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2118,170,2.434999943,1916.199951,17066.0293,170,2.434999943,81,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2119,170,2.519000053,1917,17083.10938,170,2.519000053,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2120,169,2.546999931,1917.199951,17093.66992,169,2.546999931,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2121,170,2.594000101,1918.400024,17105.13086,170,2.594000101,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2122,170,2.612999916,1918.800049,17115.61914,170,2.612999916,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2123,170,2.612999916,1919,17118.41016,170,2.612999916,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2124,170,2.641000032,1919.199951,17129.65039,170,2.641000032,80,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2125,170,2.65899992,1919.199951,17146.34961,170,2.65899992,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2126,169,2.677999973,1919.599976,17152.32031,169,2.677999973,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2127,169,2.687000036,1919.800049,17155.16992,169,2.687000036,82,2.503999949,78,117,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2128,168,2.733999968,1920.599976,17169.0293,168,2.733999968,82,3.085999966,82,84,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2129,169,2.733999968,1921.599976,17176.41992,169,2.733999968,82,3.085999966,82,84,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2130,169,2.70600009,1922.800049,17186.75977,169,2.70600009,81,3.085999966,82,84,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2131,169,2.714999914,1924,17194.66992,169,2.714999914,82,3.085999966,82,84,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
2132,169,2.714999914,1924.800049,17207.74023,169,2.714999914,81,3.085999966,82,84,f?nix 5,3971331814,2697,25,0,0,0,Connect Api,0,0,0,0,en,006-D2449-00
