temps,hr,speed,altitude,distance,activity_type,1,,cadence,1,,power,1,,accumulated_power,1,,step_length,1,,,,,,,
133,180,2.714,1853.0,448.5,activity_type,1,,cadence,82,rpm,power,334,watts,accumulated_power,40468,watts,step_length,890.0,mm,enhanced_altitude,1853.0,m,enhanced_speed,2.714,m/s
134,180,2.542,1854.0,451.0,activity_type,1,,cadence,81,rpm,power,335,watts,accumulated_power,40803,watts,step_length,860.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.542,m/s
135,180,2.378,1854.0,454.0,activity_type,1,,cadence,80,rpm,power,313,watts,accumulated_power,41116,watts,step_length,820.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.378,m/s
136,179,2.214,1854.0,457.0,activity_type,1,,cadence,80,rpm,power,292,watts,accumulated_power,41408,watts,step_length,790.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.214,m/s
137,180,2.244,1854.0,459.5,activity_type,1,,cadence,80,rpm,power,296,watts,accumulated_power,41704,watts,step_length,800.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.244,m/s
138,180,2.275,1854.0,462.0,activity_type,1,,cadence,81,rpm,power,300,watts,accumulated_power,42004,watts,step_length,810.0,mm,enhanced_altitude,1854.0,m,enhanced_speed,2.275,m/s
139,179,2.283,1855.0,465.5,activity_type,1,,cadence,81,rpm,power,294,watts,accumulated_power,42298,watts,step_length,820.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.283,m/s
140,179,2.292,1855.0,469.0,activity_type,1,,cadence,81,rpm,power,289,watts,accumulated_power,42587,watts,step_length,840.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.292,m/s
141,179,2.311,1855.0,471.0,activity_type,1,,cadence,81,rpm,power,292,watts,accumulated_power,42879,watts,step_length,850.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.311,m/s
142,178,2.333,1855.0,473.0,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,43174,watts,step_length,860.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.333,m/s
143,178,2.364,1855.0,476.0,activity_type,1,,cadence,81,rpm,power,280,watts,accumulated_power,43454,watts,step_length,870.0,mm,enhanced_altitude,1855.0,m,enhanced_speed,2.364,m/s
144,178,2.394,1856.0,479.0,activity_type,1,,cadence,82,rpm,power,265,watts,accumulated_power,43719,watts,step_length,880.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.394,m/s
145,178,2.406,1856.0,481.5,activity_type,1,,cadence,82,rpm,power,266,watts,accumulated_power,43985,watts,step_length,880.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.406,m/s
146,178,2.419,1856.0,484.0,activity_type,1,,cadence,82,rpm,power,268,watts,accumulated_power,44253,watts,step_length,890.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.419,m/s
147,178,2.425,1856.0,486.5,activity_type,1,,cadence,83,rpm,power,268,watts,accumulated_power,44521,watts,step_length,890.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.425,m/s
148,177,2.433,1856.0,489.0,activity_type,1,,cadence,83,rpm,power,269,watts,accumulated_power,44790,watts,step_length,890.0,mm,enhanced_altitude,1856.0,m,enhanced_speed,2.433,m/s
149,177,2.433,1857.0,491.5,activity_type,1,,cadence,83,rpm,power,257,watts,accumulated_power,45047,watts,step_length,890.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.433,m/s
150,176,2.433,1857.0,494.0,activity_type,1,,cadence,83,rpm,power,246,watts,accumulated_power,45293,watts,step_length,890.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.433,m/s
151,177,2.433,1857.0,497.0,activity_type,1,,cadence,82,rpm,power,246,watts,accumulated_power,45539,watts,step_length,880.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.433,m/s
152,177,2.433,1857.0,500.0,activity_type,1,,cadence,82,rpm,power,246,watts,accumulated_power,45785,watts,step_length,880.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.433,m/s
153,177,2.45,1857.0,502.0,activity_type,1,,cadence,81,rpm,power,247,watts,accumulated_power,46032,watts,step_length,890.0,mm,enhanced_altitude,1857.0,m,enhanced_speed,2.45,m/s
154,176,2.467,1858.0,504.0,activity_type,1,,cadence,81,rpm,power,249,watts,accumulated_power,46281,watts,step_length,900.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.467,m/s
155,176,2.467,1858.0,506.5,activity_type,1,,cadence,81,rpm,power,249,watts,accumulated_power,46530,watts,step_length,900.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.467,m/s
156,176,2.467,1858.0,509.0,activity_type,1,,cadence,81,rpm,power,249,watts,accumulated_power,46779,watts,step_length,900.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.467,m/s
157,176,2.475,1858.0,511.5,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,47029,watts,step_length,900.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.475,m/s
158,176,2.483,1858.0,514.0,activity_type,1,,cadence,82,rpm,power,251,watts,accumulated_power,47280,watts,step_length,910.0,mm,enhanced_altitude,1858.0,m,enhanced_speed,2.483,m/s
159,175,2.483,1859.0,516.5,activity_type,1,,cadence,82,rpm,power,257,watts,accumulated_power,47537,watts,step_length,910.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.483,m/s
160,176,2.483,1859.0,519.0,activity_type,1,,cadence,82,rpm,power,263,watts,accumulated_power,47800,watts,step_length,910.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.483,m/s
161,176,2.483,1859.0,522.0,activity_type,1,,cadence,82,rpm,power,263,watts,accumulated_power,48063,watts,step_length,910.0,mm,enhanced_altitude,1859.0,m,enhanced_speed,2.483,m/s
162,176,2.483,1860.0,525.0,activity_type,1,,cadence,82,rpm,power,263,watts,accumulated_power,48326,watts,step_length,910.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,2.483,m/s
163,176,2.481,1860.0,527.5,activity_type,1,,cadence,82,rpm,power,275,watts,accumulated_power,48601,watts,step_length,910.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,2.481,m/s
164,176,2.481,1861.0,530.0,activity_type,1,,cadence,82,rpm,power,287,watts,accumulated_power,48888,watts,step_length,910.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,2.481,m/s
165,176,2.481,1861.0,532.5,activity_type,1,,cadence,82,rpm,power,287,watts,accumulated_power,49175,watts,step_length,910.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,2.481,m/s
166,176,2.481,1861.0,535.0,activity_type,1,,cadence,82,rpm,power,287,watts,accumulated_power,49462,watts,step_length,910.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,2.481,m/s
167,177,2.481,1862.0,538.0,activity_type,1,,cadence,82,rpm,power,287,watts,accumulated_power,49749,watts,step_length,910.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.481,m/s
168,177,2.481,1862.0,541.0,activity_type,1,,cadence,82,rpm,power,287,watts,accumulated_power,50036,watts,step_length,910.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,2.481,m/s
169,176,2.508,1863.0,544.5,activity_type,1,,cadence,82,rpm,power,304,watts,accumulated_power,50340,watts,step_length,920.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.508,m/s
170,176,2.539,1863.0,548.0,activity_type,1,,cadence,82,rpm,power,321,watts,accumulated_power,50661,watts,step_length,930.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.539,m/s
171,176,2.544,1863.0,551.0,activity_type,1,,cadence,82,rpm,power,321,watts,accumulated_power,50982,watts,step_length,930.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.544,m/s
172,177,2.553,1863.0,554.0,activity_type,1,,cadence,82,rpm,power,322,watts,accumulated_power,51304,watts,step_length,930.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.553,m/s
173,177,2.572,1863.0,557.0,activity_type,1,,cadence,81,rpm,power,324,watts,accumulated_power,51628,watts,step_length,940.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,2.572,m/s
174,176,2.592,1864.0,560.0,activity_type,1,,cadence,81,rpm,power,327,watts,accumulated_power,51955,watts,step_length,950.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.592,m/s
175,176,2.6,1864.0,562.5,activity_type,1,,cadence,81,rpm,power,328,watts,accumulated_power,52283,watts,step_length,950.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.6,m/s
176,177,2.611,1864.0,565.0,activity_type,1,,cadence,81,rpm,power,330,watts,accumulated_power,52613,watts,step_length,960.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.611,m/s
177,177,2.617,1864.0,568.0,activity_type,1,,cadence,81,rpm,power,330,watts,accumulated_power,52943,watts,step_length,960.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.617,m/s
178,177,2.622,1864.0,571.0,activity_type,1,,cadence,81,rpm,power,331,watts,accumulated_power,53274,watts,step_length,960.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,2.622,m/s
179,177,2.622,1865.0,574.5,activity_type,1,,cadence,81,rpm,power,317,watts,accumulated_power,53591,watts,step_length,960.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.622,m/s
180,178,2.622,1865.0,578.0,activity_type,1,,cadence,81,rpm,power,303,watts,accumulated_power,53894,watts,step_length,960.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.622,m/s
181,178,2.622,1865.0,581.0,activity_type,1,,cadence,81,rpm,power,303,watts,accumulated_power,54197,watts,step_length,960.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.622,m/s
182,178,2.622,1865.0,584.0,activity_type,1,,cadence,81,rpm,power,303,watts,accumulated_power,54500,watts,step_length,970.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.622,m/s
183,178,2.633,1865.0,587.0,activity_type,1,,cadence,81,rpm,power,285,watts,accumulated_power,54785,watts,step_length,970.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,2.633,m/s
184,179,2.644,1866.0,590.0,activity_type,1,,cadence,81,rpm,power,267,watts,accumulated_power,55052,watts,step_length,980.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.644,m/s
185,178,2.644,1866.0,594.0,activity_type,1,,cadence,81,rpm,power,267,watts,accumulated_power,55319,watts,step_length,980.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.644,m/s
186,179,2.644,1866.0,598.0,activity_type,1,,cadence,81,rpm,power,267,watts,accumulated_power,55586,watts,step_length,980.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.644,m/s
187,178,2.644,1866.0,600.5,activity_type,1,,cadence,81,rpm,power,267,watts,accumulated_power,55853,watts,step_length,970.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.644,m/s
188,179,2.644,1866.0,603.0,activity_type,1,,cadence,81,rpm,power,267,watts,accumulated_power,56120,watts,step_length,970.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,2.644,m/s
189,178,2.661,1867.0,606.0,activity_type,1,,cadence,80,rpm,power,257,watts,accumulated_power,56377,watts,step_length,980.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.661,m/s
190,178,2.681,1867.0,609.0,activity_type,1,,cadence,80,rpm,power,247,watts,accumulated_power,56624,watts,step_length,990.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.681,m/s
191,178,2.681,1867.0,613.0,activity_type,1,,cadence,80,rpm,power,247,watts,accumulated_power,56871,watts,step_length,990.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.681,m/s
192,178,2.681,1867.0,617.0,activity_type,1,,cadence,80,rpm,power,247,watts,accumulated_power,57118,watts,step_length,990.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.681,m/s
193,178,2.692,1867.0,621.0,activity_type,1,,cadence,80,rpm,power,248,watts,accumulated_power,57366,watts,step_length,1000.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,2.692,m/s
194,177,2.706,1868.0,625.0,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,57616,watts,step_length,1010.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.706,m/s
195,177,2.706,1868.0,629.5,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,57866,watts,step_length,1000.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.706,m/s
196,177,2.706,1868.0,634.0,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,58116,watts,step_length,1000.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.706,m/s
197,176,2.706,1868.0,638.0,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,58366,watts,step_length,1000.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.706,m/s
198,176,2.706,1868.0,642.0,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,58616,watts,step_length,1000.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.706,m/s
199,176,2.744,1868.0,645.5,activity_type,1,,cadence,81,rpm,power,242,watts,accumulated_power,58858,watts,step_length,1010.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.744,m/s
200,176,2.783,1868.0,649.0,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,59092,watts,step_length,1030.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.783,m/s
201,176,2.964,1868.0,652.5,activity_type,1,,cadence,81,rpm,power,249,watts,accumulated_power,59341,watts,step_length,1090.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,2.964,m/s
202,175,3.147,1868.0,656.0,activity_type,1,,cadence,82,rpm,power,265,watts,accumulated_power,59606,watts,step_length,1160.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,3.147,m/s
203,175,3.178,1868.0,659.0,activity_type,1,,cadence,82,rpm,power,267,watts,accumulated_power,59873,watts,step_length,1170.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,3.178,m/s
204,175,3.208,1869.0,662.0,activity_type,1,,cadence,82,rpm,power,270,watts,accumulated_power,60143,watts,step_length,1180.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,3.208,m/s
205,174,3.253,1869.0,664.0,activity_type,1,,cadence,82,rpm,power,273,watts,accumulated_power,60416,watts,step_length,1190.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,3.253,m/s
206,175,3.297,1869.0,666.0,activity_type,1,,cadence,82,rpm,power,277,watts,accumulated_power,60693,watts,step_length,1210.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,3.297,m/s
207,175,3.308,1869.0,669.0,activity_type,1,,cadence,82,rpm,power,278,watts,accumulated_power,60971,watts,step_length,1210.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,3.308,m/s
208,175,3.319,1869.0,672.0,activity_type,1,,cadence,82,rpm,power,279,watts,accumulated_power,61250,watts,step_length,1210.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,3.319,m/s
209,175,3.319,1870.0,674.5,activity_type,1,,cadence,82,rpm,power,279,watts,accumulated_power,61529,watts,step_length,1210.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,3.319,m/s
210,175,3.322,1870.0,677.0,activity_type,1,,cadence,82,rpm,power,279,watts,accumulated_power,61808,watts,step_length,1220.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,3.322,m/s
211,175,3.322,1870.0,680.0,activity_type,1,,cadence,82,rpm,power,279,watts,accumulated_power,62087,watts,step_length,1210.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,3.322,m/s
212,176,3.322,1870.0,683.0,activity_type,1,,cadence,82,rpm,power,279,watts,accumulated_power,62366,watts,step_length,1210.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,3.322,m/s
213,176,3.322,1870.0,685.5,activity_type,1,,cadence,82,rpm,power,300,watts,accumulated_power,62666,watts,step_length,1210.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,3.322,m/s
214,176,3.322,1871.0,688.0,activity_type,1,,cadence,83,rpm,power,321,watts,accumulated_power,62987,watts,step_length,1210.0,mm,enhanced_altitude,1871.0,m,enhanced_speed,3.322,m/s
215,176,3.314,1871.0,690.5,activity_type,1,,cadence,82,rpm,power,320,watts,accumulated_power,63307,watts,step_length,1210.0,mm,enhanced_altitude,1871.0,m,enhanced_speed,3.314,m/s
216,176,3.306,1871.0,693.0,activity_type,1,,cadence,82,rpm,power,319,watts,accumulated_power,63626,watts,step_length,1210.0,mm,enhanced_altitude,1871.0,m,enhanced_speed,3.306,m/s
217,176,3.306,1872.0,696.0,activity_type,1,,cadence,81,rpm,power,319,watts,accumulated_power,63945,watts,step_length,1210.0,mm,enhanced_altitude,1872.0,m,enhanced_speed,3.306,m/s
218,177,3.306,1872.0,699.0,activity_type,1,,cadence,81,rpm,power,319,watts,accumulated_power,64264,watts,step_length,1210.0,mm,enhanced_altitude,1872.0,m,enhanced_speed,3.306,m/s
219,177,3.275,1873.0,701.0,activity_type,1,,cadence,81,rpm,power,323,watts,accumulated_power,64587,watts,step_length,1200.0,mm,enhanced_altitude,1873.0,m,enhanced_speed,3.275,m/s
220,177,3.244,1873.0,703.0,activity_type,1,,cadence,81,rpm,power,328,watts,accumulated_power,64915,watts,step_length,1190.0,mm,enhanced_altitude,1873.0,m,enhanced_speed,3.244,m/s
221,177,3.244,1873.0,705.0,activity_type,1,,cadence,81,rpm,power,328,watts,accumulated_power,65243,watts,step_length,1190.0,mm,enhanced_altitude,1873.0,m,enhanced_speed,3.244,m/s
222,178,3.244,1874.0,707.0,activity_type,1,,cadence,82,rpm,power,328,watts,accumulated_power,65571,watts,step_length,1190.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,3.244,m/s
223,178,3.244,1874.0,709.0,activity_type,1,,cadence,82,rpm,power,343,watts,accumulated_power,65914,watts,step_length,1190.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,3.244,m/s
224,178,3.244,1875.0,711.0,activity_type,1,,cadence,83,rpm,power,359,watts,accumulated_power,66273,watts,step_length,1190.0,mm,enhanced_altitude,1875.0,m,enhanced_speed,3.244,m/s
225,178,3.206,1875.0,713.0,activity_type,1,,cadence,83,rpm,power,354,watts,accumulated_power,66627,watts,step_length,1170.0,mm,enhanced_altitude,1875.0,m,enhanced_speed,3.206,m/s
226,179,3.167,1875.0,715.0,activity_type,1,,cadence,83,rpm,power,350,watts,accumulated_power,66977,watts,step_length,1150.0,mm,enhanced_altitude,1875.0,m,enhanced_speed,3.167,m/s
227,179,3.167,1876.0,718.0,activity_type,1,,cadence,83,rpm,power,350,watts,accumulated_power,67327,watts,step_length,1150.0,mm,enhanced_altitude,1876.0,m,enhanced_speed,3.167,m/s
228,179,3.167,1876.0,721.0,activity_type,1,,cadence,83,rpm,power,350,watts,accumulated_power,67677,watts,step_length,1150.0,mm,enhanced_altitude,1876.0,m,enhanced_speed,3.167,m/s
229,179,3.142,1877.0,723.5,activity_type,1,,cadence,83,rpm,power,363,watts,accumulated_power,68040,watts,step_length,1140.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.142,m/s
230,179,3.119,1877.0,726.0,activity_type,1,,cadence,83,rpm,power,377,watts,accumulated_power,68417,watts,step_length,1130.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.119,m/s
231,179,3.119,1877.0,727.5,activity_type,1,,cadence,83,rpm,power,377,watts,accumulated_power,68794,watts,step_length,1130.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.119,m/s
232,180,3.119,1878.0,729.0,activity_type,1,,cadence,83,rpm,power,377,watts,accumulated_power,69171,watts,step_length,1130.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.119,m/s
233,180,3.119,1878.0,731.0,activity_type,1,,cadence,83,rpm,power,385,watts,accumulated_power,69556,watts,step_length,1130.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.119,m/s
234,180,3.119,1879.0,733.0,activity_type,1,,cadence,83,rpm,power,394,watts,accumulated_power,69950,watts,step_length,1130.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,3.119,m/s
235,180,2.653,1879.0,735.5,activity_type,1,,cadence,83,rpm,power,335,watts,accumulated_power,70285,watts,step_length,960.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,2.653,m/s
236,180,2.186,1879.0,738.0,activity_type,1,,cadence,83,rpm,power,276,watts,accumulated_power,70561,watts,step_length,790.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,2.186,m/s
237,180,2.194,1879.0,741.5,activity_type,1,,cadence,83,rpm,power,277,watts,accumulated_power,70838,watts,step_length,790.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,2.194,m/s
238,181,2.203,1879.0,745.0,activity_type,1,,cadence,82,rpm,power,278,watts,accumulated_power,71116,watts,step_length,790.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,2.203,m/s
239,180,2.242,1880.0,749.5,activity_type,1,,cadence,81,rpm,power,289,watts,accumulated_power,71405,watts,step_length,800.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,2.242,m/s
240,180,2.281,1880.0,754.0,activity_type,1,,cadence,81,rpm,power,301,watts,accumulated_power,71706,watts,step_length,820.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,2.281,m/s
241,180,2.339,1880.0,757.0,activity_type,1,,cadence,80,rpm,power,309,watts,accumulated_power,72015,watts,step_length,840.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,2.339,m/s
242,180,2.4,1880.0,760.0,activity_type,1,,cadence,80,rpm,power,317,watts,accumulated_power,72332,watts,step_length,870.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,2.4,m/s
243,180,2.464,1880.0,763.5,activity_type,1,,cadence,80,rpm,power,304,watts,accumulated_power,72636,watts,step_length,900.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,2.464,m/s
244,181,2.528,1881.0,767.0,activity_type,1,,cadence,80,rpm,power,292,watts,accumulated_power,72928,watts,step_length,930.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,2.528,m/s
245,180,2.6,1881.0,769.5,activity_type,1,,cadence,80,rpm,power,300,watts,accumulated_power,73228,watts,step_length,960.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,2.6,m/s
246,180,2.672,1881.0,772.0,activity_type,1,,cadence,81,rpm,power,309,watts,accumulated_power,73537,watts,step_length,990.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,2.672,m/s
247,181,2.739,1881.0,775.0,activity_type,1,,cadence,81,rpm,power,317,watts,accumulated_power,73854,watts,step_length,1010.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,2.739,m/s
248,180,2.808,1881.0,778.0,activity_type,1,,cadence,81,rpm,power,325,watts,accumulated_power,74179,watts,step_length,1040.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,2.808,m/s
249,181,2.883,1882.0,781.5,activity_type,1,,cadence,81,rpm,power,319,watts,accumulated_power,74498,watts,step_length,1060.0,mm,enhanced_altitude,1882.0,m,enhanced_speed,2.883,m/s
250,180,2.958,1882.0,785.0,activity_type,1,,cadence,82,rpm,power,313,watts,accumulated_power,74811,watts,step_length,1090.0,mm,enhanced_altitude,1882.0,m,enhanced_speed,2.958,m/s
251,181,3.022,1882.0,787.5,activity_type,1,,cadence,82,rpm,power,319,watts,accumulated_power,75130,watts,step_length,1110.0,mm,enhanced_altitude,1882.0,m,enhanced_speed,3.022,m/s
252,180,3.086,1883.0,790.0,activity_type,1,,cadence,82,rpm,power,326,watts,accumulated_power,75456,watts,step_length,1140.0,mm,enhanced_altitude,1883.0,m,enhanced_speed,3.086,m/s
253,181,3.128,1883.0,793.0,activity_type,1,,cadence,81,rpm,power,323,watts,accumulated_power,75779,watts,step_length,1150.0,mm,enhanced_altitude,1883.0,m,enhanced_speed,3.128,m/s
