tps,hr,speed,altitude,distance,,accumulated_power,1,,altitude,1,,speed,1,,unknown,1,,unknown,1,,heart_rate,1,,cadence,1,,fractional_cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993463,130,0.933,1848.4,0.0,m,accumulated_power,65535,watts,altitude,1848.4,m,speed,0.933,m/s,unknown,0,,unknown,300,,heart_rate,130,bpm,cadence,0,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1848.4,m,enhanced_speed,0.933,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993464,130,0.0,1848.0,0.16,m,accumulated_power,65535,watts,altitude,1848.0,m,speed,0.0,m/s,unknown,0,,unknown,300,,heart_rate,130,bpm,cadence,0,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1848.0,m,enhanced_speed,0.0,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993467,133,0.084,1847.8000000000002,5.58,m,accumulated_power,65535,watts,altitude,1847.8000000000002,m,speed,0.084,m/s,unknown,0,,unknown,300,,heart_rate,133,bpm,cadence,0,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1847.8000000000002,m,enhanced_speed,0.084,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993472,130,2.659,1847.4,21.33,m,accumulated_power,65535,watts,altitude,1847.4,m,speed,2.659,m/s,unknown,0,,unknown,300,,heart_rate,130,bpm,cadence,73,rpm,fractional_cadence,0.5,rpm,enhanced_altitude,1847.4,m,enhanced_speed,2.659,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993475,133,2.837,1847.0,30.49,m,accumulated_power,65535,watts,altitude,1847.0,m,speed,2.837,m/s,unknown,0,,unknown,300,,heart_rate,133,bpm,cadence,74,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1847.0,m,enhanced_speed,2.837,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993478,137,2.976,1847.1999999999998,40.19,m,accumulated_power,65535,watts,altitude,1847.1999999999998,m,speed,2.976,m/s,unknown,0,,unknown,300,,heart_rate,137,bpm,cadence,74,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1847.1999999999998,m,enhanced_speed,2.976,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993480,140,2.995,1847.0,46.16,m,accumulated_power,65535,watts,altitude,1847.0,m,speed,2.995,m/s,unknown,0,,unknown,300,,heart_rate,140,bpm,cadence,74,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1847.0,m,enhanced_speed,2.995,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993487,142,2.948,1841.6,67.39,m,accumulated_power,65535,watts,altitude,1841.6,m,speed,2.948,m/s,unknown,0,,unknown,300,,heart_rate,142,bpm,cadence,73,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1841.6,m,enhanced_speed,2.948,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033993494,143,2.948,1840.4,88.75,m,accumulated_power,65535,watts,altitude,1840.4,m,speed,2.948,m/s,unknown,0,,unknown,300,,heart_rate,143,bpm,cadence,73,rpm,fractional_cadence,0.0,rpm,enhanced_altitude,1840.4,m,enhanced_speed,2.948,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
